uid,latitude,longitude,date,split
hyfr,35.67616696,-79.2189867,2019-10-17,test
hyfs,39.16522,-96.91105,2017-08-21,test
hyge,37.6756,-121.264,2015-03-18,train
hygs,39.07775,-96.9059,2017-06-26,test
hyhz,42.027378,-78.967089,2018-10-25,train
hyjf,34.0181,-117.369,2016-08-17,train
hyjx,35.49,-79.06341824,2021-08-30,train
hykt,39.02235564,-86.48165556,2018-06-11,train
hylk,32.7729,-117.203,2013-09-18,train
hyma,35.68840971,-79.19624711,2020-08-13,train
hynm,35.79,-79.02530471,2018-03-22,train
hyno,35.79,-79.02510697,2018-02-21,train
hyny,39.99646,-79.23749,2021-06-15,test
hyoq,35.51,-79.09569857,2017-07-25,train
hypo,35.69721917,-79.17988449,2015-05-20,train
hyrp,35.68561517,-79.20143767,2014-12-30,test
hyrz,36.03,-78.72,2019-09-10,test
hysa,31.30628,-89.43517,2017-09-06,test
hysl,35.83646,-78.9763,2015-06-10,train
hytc,39.006878,-80.472104,2013-07-08,train
hyts,34.4014,-119.521,2014-07-31,train
hyuq,35.68409813,-79.2042554,2015-07-23,train
hyuy,48.85075,-102.8405,2017-08-10,test
hyvd,35.70991438,-79.15630452,2016-07-27,train
hyvj,36.0397,-106.8478,2013-10-08,train
hyvs,34.16,-79.12229401,2019-07-30,train
hyvy,38.5901,-121.731,2019-04-16,train
hywg,39.1853,-121.704,2015-02-07,test
hywv,39.65347,-82.47378,2017-07-24,train
hyxh,41.501567,-72.224735,2015-09-01,train
hyxn,41.021659,-80.999996,2017-11-15,train
hyxp,34.73,-77.44,2020-03-09,train
hyzc,36.3247,-119.079,2017-02-08,train
hyzg,35.89859313,-79.06659561,2016-08-10,train
hyzq,35.91368667,-79.18739667,2014-07-16,train
hzal,38.9725,-94.67293,2013-07-23,test
hzba,35.85943068,-78.7531591,2013-04-23,test
hzbb,35.74,-79.07844614,2017-07-27,test
hzbg,38.28046862,-94.7337782,2018-10-01,test
hzby,41.922276,-78.946581,2016-10-10,train
hzbz,40.3711,-76.04267,2021-09-29,train
hzca,41.286751,-80.428082,2019-07-18,train
hzci,36.03,-78.70071255,2021-07-22,test
hzck,35.72551058,-79.12733626,2017-07-06,test
hzdi,38.52870334,-75.48096333,2019-08-22,test
hzdu,36.03,-78.67337075,2019-11-20,train
hzdy,36.05,-76.7,2020-07-28,test
hzfs,33.0483,-117.227,2013-02-09,train
hzgq,39.74693889,-87.07598056,2016-07-12,train
hzjt,35.68995336,-79.19337994,2019-08-22,train
hzla,38.1602,-121.206,2016-09-20,train
hzlb,39.74693889,-87.07598056,2019-06-24,train
hzlq,36.13,-79.11087478,2020-05-27,train
hzlu,34.4069,-119.517,2017-12-12,train
hzmm,39.58638333,-84.99486667,2019-06-24,train
hzns,38.2104,-121.262,2019-02-05,test
hzon,35.71196371,-79.15249811,2016-06-22,train
hzou,35.90235099,-79.09667159,2018-05-09,train
hzpg,35.67797676,-79.2156252,2018-11-07,test
hzph,35.70504389,-79.16535093,2017-06-28,test
hzqf,36.44,-79.04324921,2019-05-21,train
hzqi,42.038186,-78.908886,2014-06-11,train
hzqy,35.89067369,-79.00321234,2020-07-15,train
hzrk,41.935,-81.478333,2016-04-05,train
hzrq,41.33031,-75.8923,2019-10-30,train
hzrz,35.69883,-79.08199,2016-05-09,test
hzsc,33.1809,-117.327,2013-05-02,train
hzsi,35.87098376,-78.84562412,2018-08-09,test
hzso,35.74,-79.02,2019-12-05,test
hzsu,35.70975469,-79.15660113,2016-08-10,test
hzsx,41.55087787,-86.36162603,2019-07-15,train
hztd,37.1145,-120.89,2021-06-08,test
hztw,42.516667,-79.893333,2016-08-12,train
hztz,36.17,-79.05615146,2020-09-28,train
hzun,35.88915191,-78.9910328,2019-11-14,train
hzvy,35.65889403,-79.2510693,2021-07-12,train
hzxp,35.66190149,-79.24548327,2019-10-17,test
iaah,36.3559,-119.279,2016-07-18,train
iaed,35.62831375,-79.30786884,2015-05-20,train
iafu,35.6303897,-79.304013,2015-09-09,train
iahc,35.79,-79.03825639,2021-11-08,train
iahs,40.40194,-76.05892,2021-08-04,train
iaip,36.32,-76.74,2019-06-05,test
iajb,39.07775,-96.9059,2017-08-21,train
iajq,39.15216,-95.47788,2013-07-16,train
iakk,39.21155,-97.00559,2015-11-09,train
ialf,35.67217475,-79.22640178,2014-08-25,train
ialm,34.4384,-119.906,2019-05-22,train
iama,37.4806,-121.031,2014-01-14,train
iane,41.793,-76.659,2017-08-23,test
iaon,37.61429993,-97.62981051,2018-08-27,train
iapn,35.90281684,-79.10040002,2018-07-11,train
iapo,38.76881669,-75.19656666,2017-08-09,train
iapq,41.512172,-73.476168,2015-06-30,test
iapr,36.6902,-121.68,2016-03-06,train
iaql,41.36135,-77.35524,2019-08-01,train
iara,32.81786,-94.66358,2017-09-12,test
iarc,35.71119188,-79.1539317,2016-09-15,train
iaro,35.976,-78.74321663,2015-06-11,train
iate,35.64607,-79.02583146,2016-07-13,train
iati,38.5901,-121.731,2018-08-21,train
iauo,36.04,-79.08912386,2018-05-03,train
iauu,34.94,-79.10395403,2021-09-29,train
iavh,34.941,-79.10242158,2016-09-22,train
iazj,38.2399,-121.565,2018-12-18,train
iazo,39.16522,-96.91105,2013-07-22,train
ibax,35.71704711,-79.14305624,2018-07-30,test
ibdk,37.3906,-120.958,2015-07-14,test
ibdx,35.62476,-78.70891509,2016-06-08,test
ibfa,36.06,-78.68,2020-09-15,train
ibfe,38.2996,-121.383,2018-04-17,train
ibjk,37.7705,-121.292,2020-07-21,train
ibnb,41.798303,-72.428591,2018-07-24,train
ibnd,35.79,-79.02851791,2019-02-19,test
ibog,36.8905,-121.801,2016-11-28,train
iboi,35.1811,-83.67998,2017-08-10,train
iboz,40.929714,-79.249441,2016-07-13,train
ibpu,36.13,-79.0687571,2021-08-10,train
ibpv,35.98,-78.80262291,2019-02-26,train
ibqy,42.416667,-79.8,2019-08-11,train
ibsa,35.9047113,-79.1155623,2019-07-02,train
ibso,42.021242,-78.95833,2017-06-15,test
ibty,35.71193709,-79.15254755,2016-06-22,train
ibtz,39.82640667,-95.52873464,2014-09-15,test
ibue,37.4053,-121.023,2021-01-29,test
ibur,35.6,-119.61,2014-11-19,train
ibus,38.3068,-121.693,2018-03-14,test
ibvf,35.70110492,-79.17266714,2013-05-15,train
ibvw,35.44,-80.7,2021-08-11,test
ibxk,48.0735,-86.59,2019-08-25,train
ibxm,35.90331375,-79.10437701,2018-11-07,train
ibyf,41.497974,-80.458755,2015-08-12,train
ibyz,36.31,-79.11596647,2020-07-22,train
ibzz,42.34945,-115.9023,2017-07-17,test
icag,35.63970484,-79.28671113,2017-10-18,train
icar,45.136667,-82.983333,2017-08-09,train
icbd,35.89306505,-79.0223516,2021-10-12,train
icbq,36.794726,-108.102782,2018-04-03,test
icep,35.742,-79.21125861,2015-07-23,train
icex,35.68415136,-79.20415653,2015-07-23,train
icgk,35.66671874,-79.23653573,2017-03-21,train
icgp,35.68111729,-79.209792,2017-01-24,train
icgx,35.91328294,-79.18416537,2014-06-10,train
ichp,35.8566977,-78.73128566,2014-07-15,train
icii,39.6375,-95.457,2018-10-08,train
icje,32.7328,-116.94,2014-01-14,test
ickw,35.67462331,-79.22185387,2020-07-15,train
iclh,37.4271,-120.674,2016-07-12,train
iclm,35.742,-79.23810329,2016-11-21,train
icoa,40.3175,-75.20278,2018-08-20,test
icok,35.68122375,-79.20959426,2017-01-24,test
icoy,35.90312741,-79.10288564,2018-10-18,train
icpe,38.80011,-90.7975,2017-09-19,train
icqm,35.27816,-79.04443562,2015-09-15,train
icqn,35.90545666,-79.12152778,2019-10-17,train
icqs,39.2184,-122.05,2020-05-19,train
icrq,40.65861,-77.91611,2021-07-28,train
ictc,41.388596,-80.750147,2016-07-19,train
icwc,37.1366,-120.762,2018-05-08,test
icwr,35.63443513,-79.29649905,2015-06-22,train
icye,37.9674,-121.464,2015-03-17,train
icyw,39.09447,-96.90462,2015-10-26,train
iczf,32.8168,-117.223,2014-02-13,train
iczg,35.65846819,-79.25186024,2021-09-09,train
iczr,35.79,-79.02357452,2017-08-21,train
idar,35.70020002,-79.1743479,2013-08-21,train
idbo,38.31806,-96.99139,2017-06-12,train
idbv,35.65019103,-79.26723418,2016-06-21,test
iddp,37.4125,-120.759,2018-07-10,train
idgm,35.65072332,-79.2662455,2016-05-09,train
idgz,41.195409,-80.967496,2019-10-09,train
idhh,33.2881,-117.223,2013-05-02,train
idjf,35.71034021,-79.15551358,2016-06-22,train
idkk,35.70496405,-79.16549923,2017-06-28,test
idns,36.7254,-121.73,2019-12-03,test
idoc,36.03,-78.69424994,2021-04-20,test
idoe,35.63536665,-79.29476886,2017-12-06,train
idpv,35.48,-79.05812881,2021-05-20,test
idqb,35.61,-79.00221809,2021-08-11,train
idrd,41.697709,-73.28029,2019-06-25,train
idrt,36.106,-78.89956204,2013-07-29,train
idsw,35.68388522,-79.20465087,2015-08-24,test
idtb,35.87958646,-78.91447575,2015-07-23,train
idtj,35.79,-79.03415337,2020-09-24,train
idul,37.3609,-120.549,2016-07-12,train
idum,40.70249154,-85.935575,2020-07-07,train
iduu,35.62818068,-79.30811601,2015-05-20,train
idve,35.6525065,-79.26293343,2015-07-07,test
idvn,35.98,-78.7688185,2017-01-18,train
idwa,35.71467841,-79.14745586,2016-08-31,train
idwe,39.40763,-99.44667,2017-07-24,train
idwu,35.84,-79.06060051,2020-08-07,train
idwy,35.86856134,-78.82623629,2017-02-14,train
idxu,35.68737174,-79.19817503,2021-05-24,train
idyr,35.794,-79.01759302,2016-02-17,train
ieaz,39.8734,-83.37433,2017-09-14,train
iebe,47.91805,-120.1638,2017-08-24,train
iebx,36.13,-79.11206119,2020-09-08,train
iedz,48.05508,-106.4418,2017-07-13,train
iefg,35.79,-79.02836961,2019-02-19,train
ieft,34.965,-79.08343897,2016-08-16,test
iegi,38.76050002,-75.20283333,2017-06-14,train
iegk,35.65436,-79.0151433,2016-09-15,train
iegy,36.03,-78.68704165,2020-08-27,train
ieha,43.133333,-87.0,2013-03-28,train
iehp,42.027378,-78.967089,2015-07-28,test
iehx,37.1366,-120.762,2014-04-08,train
ieid,44.88914,-88.47493,2017-08-22,train
iejd,36.77464,-105.1939,2017-06-22,train
iekv,35.90048759,-79.08175788,2017-06-21,train
ieme,37.6106,-121.229,2017-09-12,test
iemh,35.64260584,-79.28132284,2020-06-10,train
iemk,35.79,-79.02125113,2017-01-24,train
ieof,41.316701,-80.765996,2019-09-17,train
iepb,36.33,-79.07360162,2018-08-06,train
iepe,36.16,-79.10558535,2020-08-19,test
iepg,35.85884061,-78.74843643,2019-07-02,train
ieqe,35.66275316,-79.24390138,2019-06-11,train
ieql,42.281667,-81.671667,2019-04-22,train
ieqt,35.478,-79.05798051,2016-09-15,train
ieqw,42.024803,-78.964352,2016-06-08,train
ieqy,41.65538,-80.46026,2018-09-13,train
ierv,35.71004745,-79.15605735,2016-07-13,train
ieth,35.857412,-78.73700258,2019-09-25,train
iety,39.21067,-96.97298,2016-09-19,train
iewm,42.54968,-106.74287,2021-09-22,test
iewx,41.299298,-80.758329,2018-09-06,train
iexl,35.48,-76.82,2017-09-13,train
iexm,41.31473,-75.20683,2019-04-10,train
iezb,37.6399,-121.78,2017-07-11,train
ifab,41.558239,-71.886804,2018-08-01,train
ifbf,37.8717,-121.526,2017-06-20,test
ifbo,36.1814,-120.049,2017-01-09,train
ifct,35.6302034,-79.30435903,2015-11-12,train
ifeh,39.6242,-122.197,2014-04-16,train
ifel,35.1245,-120.569,2019-12-05,train
ifeo,38.04772,-97.20234,2013-08-12,train
ifff,39.16522,-96.91105,2016-08-01,test
ifgj,35.6740644,-79.22289198,2020-11-19,train
ifhl,44.877646,-93.557842,2013-07-10,train
ifjg,35.57,-78.93858625,2018-05-01,train
iflz,35.87629445,-78.88812819,2021-08-05,train
ifme,38.990048,-80.475553,2020-09-24,train
ifmg,41.42374,-75.2281,2019-08-20,train
ifmw,35.66123612,-79.24671911,2020-02-03,train
ifmz,39.286798,-80.022497,2015-07-17,train
ifnv,40.71281,-79.508654,2014-07-30,train
ifqd,35.89275448,-79.01986598,2021-08-05,train
ifqo,35.742,-79.2152356,2015-09-09,train
ifqp,36.1,-78.89533649,2018-07-05,train
ifqq,45.45,-82.915,2016-08-07,train
ifqv,37.8717,-121.526,2017-09-19,train
iftp,36.028,-78.716,2013-10-24,train
ifvg,37.78239812,-97.53105031,2021-09-07,test
ifvh,35.85700826,-78.73377128,2019-06-06,train
ifwa,35.72375401,-79.1305989,2013-06-19,train
ifwc,37.8418,-97.3669,2016-07-11,train
ifwi,37.6399,-121.78,2020-04-14,train
ifxt,45.30999,-95.04378,2017-07-25,train
ifxv,35.89458683,-79.03453113,2015-04-22,train
igah,35.8821331,-78.93485782,2016-08-10,train
igat,35.91027044,-79.16005487,2013-03-13,train
igcf,36.7254,-121.65,2018-04-25,train
igcz,37.2486,-120.851,2018-02-13,train
igde,35.742,-79.2204554,2015-12-07,train
igdn,40.02535,-76.52277,2017-08-17,train
igds,39.1853,-121.704,2018-05-16,train
igef,38.780916,-95.549753,2019-06-24,train
igeq,44.847993,-93.476318,2013-08-07,train
igfb,37.9792,-121.57,2017-05-16,train
igfh,36.8739,-121.745,2019-01-17,train
iggn,35.71529054,-79.14631888,2016-06-22,train
ighf,35.67401117,-79.22299085,2020-11-19,test
igie,37.1145,-120.89,2017-08-08,test
igio,40.4189,-122.214,2017-11-30,train
igit,35.68465704,-79.20321729,2015-06-10,train
igiv,36.8698,-121.815,2014-12-02,train
igkg,35.6258652,-79.31241676,2016-05-24,train
igkh,35.67446362,-79.22215047,2020-08-13,train
igkn,37.6667,-120.898,2020-08-11,train
igkt,35.68218188,-79.20781464,2016-06-21,test
iglw,39.4981,-84.98684167,2016-06-27,train
igna,40.77949407,-85.63747222,2020-08-03,train
ignc,35.69857652,-79.17736336,2014-07-16,train
igpa,42.516667,-79.893333,2013-04-03,test
igpi,37.4419,-121.003,2020-12-08,train
igps,44.761667,-82.783333,2016-08-08,train
igqc,41.566851,-71.878855,2019-07-23,train
igqk,39.878126,-86.017742,2017-10-10,test
igqu,35.06,-79.11710345,2020-12-09,train
igrg,35.66381774,-79.24192403,2018-11-07,test
igrz,35.976,-78.72084606,2013-12-02,train
igsc,41.59922,-85.05515,2017-07-27,train
igsp,35.66647921,-79.23698064,2017-04-18,train
igtb,35.70799812,-79.15986376,2016-06-22,train
igti,38.86613815,-96.19822169,2018-09-10,train
igtm,43.85045,-73.63472,2017-08-29,test
igvd,35.91089157,-79.16502611,2013-06-04,train
igvn,40.473408,-79.203151,2015-08-19,train
igvs,39.02235564,-86.48165556,2016-06-28,train
igzh,37.4419,-121.003,2015-04-14,train
igzn,47.34743,-99.72061,2017-09-06,train
ihbh,35.65279926,-79.26238966,2015-06-22,train
ihch,37.3609,-120.549,2017-07-11,train
ihea,37.3204,-120.983,2020-07-14,train
ihek,39.21155,-97.00559,2013-07-22,test
iher,35.71148464,-79.15338792,2016-08-31,train
ihgc,35.71574299,-79.1454785,2016-05-25,test
ihha,36.00756,-78.97239066,2013-09-17,train
ihho,40.968788,-81.119867,2017-05-31,train
ihht,41.81722,-79.83611,2019-04-23,train
ihhz,35.71864399,-79.14009021,2019-06-01,train
ihib,39.263048,-80.00583,2013-07-10,test
ihic,37.4419,-121.003,2018-02-13,train
ihjb,35.794,-79.01863113,2016-05-24,train
ihjq,35.88828232,-78.98407307,2019-07-02,test
ihka,35.70278164,-79.16955281,2014-07-15,train
ihmu,35.71438564,-79.14799963,2016-10-05,train
ihnh,35.66059737,-79.24790553,2020-06-10,train
ihqx,35.66198133,-79.24533497,2019-10-17,test
ihrx,41.891667,-83.196667,2017-04-04,train
ihtx,38.04947082,-99.82700111,2018-09-10,train
ihui,36.055,-78.763,2016-07-12,train
ihur,35.68,-79.10879855,2021-05-20,test
ihwj,39.1635,-122.916,2014-06-18,train
ihxf,34.0181,-117.369,2019-09-16,train
ihxs,38.9353,-121.408,2018-01-23,train
ihyj,39.49277,-79.79422,2017-08-23,test
ihzw,47.606167,-86.818833,2019-05-03,test
iiav,38.1156,-121.494,2016-07-19,test
iiba,37.8817,-121.249,2015-01-20,train
iiby,41.64846,-70.44178,2017-08-15,train
iidg,38.2361,-121.419,2016-03-07,train
iieo,42.733333,-87.416667,2016-03-26,test
iier,36.3264,-119.354,2016-04-12,train
iigd,36.14,-79.06915257,2021-05-18,train
iihy,36.3559,-119.279,2013-06-19,test
iijf,34.9414,-120.573,2020-04-21,train
iijg,35.794,-79.01210586,2015-01-27,train
iijv,35.71752618,-79.14216643,2018-08-28,train
iila,35.87762989,-78.89881635,2014-11-25,train
iill,35.89542535,-79.0412423,2015-06-22,test
iilt,42.16055,-113.9391,2017-09-07,train
iing,35.64607,-78.67809342,2016-08-31,train
iinq,41.55087787,-86.36162603,2018-08-27,train
iiol,41.80687,-77.1974,2019-07-29,train
iips,37.4583,-120.967,2017-09-12,train
iipw,35.9821,-119.047,2013-04-17,train
iirq,35.68836,-78.70369529,2016-10-05,train
iisb,38.84759761,-97.58813777,2019-10-14,train
iith,37.1145,-120.89,2013-04-09,train
iiun,42.02182,-73.48257,2017-08-17,train
iivl,32.86474,-108.57381,2019-09-04,test
iivs,39.263048,-80.00583,2016-07-26,train
iiwh,45.278333,-82.451667,2014-08-10,test
iiwr,35.49,-79.06287447,2021-06-10,train
iixs,40.548048,-80.201386,2016-08-15,train
iiyi,35.61,-78.99998103,2021-07-13,train
iizl,41.57591,-75.70621,2021-06-14,train
iizs,34.97,-79.08472425,2021-07-14,train
ijdu,37.8817,-121.249,2018-01-11,train
ijdy,35.65082978,-79.26604777,2016-04-06,test
ijfa,40.04056,-77.26778,2018-05-03,train
ijfh,35.62804761,-79.30836318,2015-06-10,train
ijgg,35.72077317,-79.1361355,2014-06-03,test
ijgk,37.4368,-121.133,2016-03-08,train
ijhi,36.31,-79.11665854,2020-09-16,test
ijhm,35.6590271,-79.25082213,2021-06-17,train
ijhw,35.86865451,-78.82698198,2017-03-21,test
ijhy,35.88589096,-78.96493381,2018-06-13,train
ijjn,35.98,-78.80237435,2019-02-26,train
ijkf,35.68311339,-79.20608445,2015-12-07,train
ijku,39.12696,-77.13091,2017-06-12,train
ijlb,35.90405911,-79.1103425,2019-04-10,train
ijlh,37.3204,-120.983,2016-01-07,train
ijlj,43.771667,-77.438333,2017-08-16,train
ijmk,35.86517616,-78.79914305,2015-08-06,train
ijnp,35.71694065,-79.14325398,2018-07-30,test
ijnv,46.97471,-95.65491,2017-09-11,test
ijod,36.5,-79.0659888,2014-07-17,train
ijpo,35.71065959,-79.15492038,2016-05-25,train
ijqp,36.8739,-121.745,2014-12-03,test
ijtc,37.4125,-120.759,2017-07-11,train
ijus,36.13,-79.11092421,2020-06-23,test
ijva,40.39062,-76.07758,2020-08-14,test
ijvc,33.4334,-117.632,2016-02-19,train
ijvk,38.37611,-97.07583,2019-07-22,test
ijxi,37.2639,-120.906,2019-07-24,train
ijyc,41.490909,-72.411045,2018-09-13,train
ijzx,40.4189,-122.214,2018-11-24,train
ikak,35.71952228,-79.13845889,2013-08-27,train
ikbt,37.2639,-120.906,2016-11-09,test
ikcx,35.66568,-79.04829147,2015-07-25,train
ikdj,35.6514153,-79.26496022,2015-11-12,train
ikej,36.8905,-121.801,2019-12-03,train
iket,37.61429993,-97.62981051,2018-10-01,test
ikfl,37.4806,-121.031,2017-12-05,test
ikfx,35.79,-79.03548809,2021-04-28,train
ikgh,35.63829426,-79.28933113,2015-05-20,train
ikhd,37.4583,-120.967,2018-06-12,train
ikin,37.8717,-121.526,2016-04-19,train
ikjx,34.446,-119.876,2017-12-12,train
ikkz,37.6667,-120.898,2020-11-10,train
iklj,36.9818,-120.221,2021-04-14,train
ikmw,41.309434,-80.461686,2015-07-15,train
ikny,35.98,-78.77851241,2017-08-23,test
ikpj,35.742,-79.21026437,2015-07-23,train
ikpk,35.63488758,-79.29565867,2015-04-22,train
ikpm,35.66546785,-79.23885913,2017-09-20,train
ikpp,39.09447,-96.90462,2015-08-31,test
ikpz,42.25061,-109.43045,2021-09-27,test
ikqe,35.67310627,-79.2246716,2021-07-12,test
ikqh,35.64808847,-79.27113946,2017-08-16,train
ikqp,35.6521339,-79.26362551,2015-08-06,test
ikqs,35.79,-79.02920999,2019-05-16,train
ikrr,39.58638333,-84.99486667,2016-06-27,train
ikrw,41.170686,-80.767079,2019-08-08,test
iksi,36.9599,-121.535,2019-01-16,train
iksz,35.89284765,-79.02061167,2021-09-09,train
iktx,35.70637462,-79.16287923,2016-05-25,train
ikuj,35.67052464,-79.22946669,2015-06-22,train
ikxc,35.88,-79.12427136,2019-09-17,test
ikxx,35.62476,-78.70568379,2016-05-11,train
ikyc,35.68836,-78.69400138,2016-07-13,train
ikzu,35.67382486,-79.22333688,2021-03-17,train
ilbh,36.3708,-119.429,2016-04-12,train
ilcl,35.71071282,-79.15482151,2016-05-25,train
ilcp,40.926462,-79.290859,2014-08-01,train
ilcu,37.6667,-120.898,2018-11-30,train
ildd,35.61,-78.94852873,2019-09-01,train
ilde,39.58638333,-84.99486667,2016-07-11,test
ileu,35.87753672,-78.89807067,2014-10-08,train
ilfb,41.10361,-76.66064,2021-08-26,train
ilgz,41.992305,-78.929219,2015-08-10,train
ilhn,35.85952385,-78.75390479,2013-05-01,train
ilin,41.295131,-80.399164,2015-07-01,test
iljf,32.8168,-117.223,2014-05-02,test
ilku,39.21067,-96.97298,2015-11-09,train
ilky,35.7,-79.03889903,2020-06-10,test
illn,41.5461,-124.0725,2018-08-21,train
ilnk,41.707665,-73.382964,2019-08-06,train
ilnr,44.761667,-82.783333,2019-08-05,train
iloi,45.76453,-90.66041,2017-07-23,train
ilon,40.418115,-76.592919,2018-08-21,train
ilpm,41.512172,-73.476168,2015-08-11,test
ilqp,34.608337,-104.373615,2020-06-04,train
ilrf,35.62613135,-79.31192242,2016-05-09,test
ilrv,35.794,-79.01541793,2015-08-06,test
ilth,38.78910001,-75.16548333,2018-06-06,train
ilua,42.056766,-78.879216,2014-08-27,train
ilub,35.8611388,-78.76683001,2013-09-18,train
ilul,45.23823385,-71.20104337,2017-07-27,test
iluo,34.94,-79.10331139,2021-06-23,train
ilvd,36.44,-79.04305148,2019-05-21,train
ilve,36.04,-79.08956877,2018-07-17,train
ilvg,35.57,-78.94181756,2018-07-16,train
ilvp,33.3981,-117.263,2013-02-20,train
ilwk,35.87126327,-78.84786117,2018-10-18,train
ilwl,41.17501,-105.58498,2021-07-15,train
ilwv,38.78199034,-85.69828611,2019-07-08,train
ilxh,36.32683,-79.07236577,2013-06-25,train
ilyp,37.6003,-121.224,2016-06-14,train
ilze,35.69713933,-79.18003279,2015-06-10,train
ilzw,36.00756,-78.9669223,2013-06-11,train
imas,37.4125,-120.759,2014-03-03,train
imbi,36.16894,-79.07122879,2013-09-05,train
imbj,35.64098234,-79.28433831,2021-07-12,train
imbl,35.086,-78.72780579,2014-08-13,train
imbq,42.027378,-78.967089,2019-08-08,train
imgg,35.67198845,-79.22674782,2014-11-25,train
imgk,35.72582996,-79.12674306,2014-07-23,train
imgl,35.85918223,-78.75117061,2013-02-12,test
imhp,41.004436,-81.050413,2017-10-10,test
imhs,44.822478,-93.367962,2013-03-01,test
imjd,33.5021,-117.648,2017-02-07,test
imjz,36.44,-79.04354581,2019-06-26,train
imka,35.68156974,-79.20895162,2016-10-18,train
imlf,41.70986917,-85.0363,2017-05-23,train
imlm,35.897972,-79.06162437,2016-06-07,train
imlp,35.65,-78.68256753,2021-05-18,train
imls,35.88023865,-78.91969555,2015-09-09,test
immu,35.69735225,-79.17963732,2015-05-06,train
impr,34.73,-76.73,2021-06-07,train
imsg,34.72791,-76.72921,2015-12-17,train
imsl,36.6568,-121.614,2020-09-28,train
imsq,40.20465,-76.30827,2020-12-10,train
imsv,36.9836,-120.5,2013-01-08,test
imtl,34.7824,-120.529,2017-11-21,train
imua,35.794,-79.01764245,2016-02-17,test
imwi,41.48383333,-82.182,2019-08-09,train
imwu,47.054358,-90.7066,2016-08-27,test
imww,35.68047854,-79.21097841,2017-05-17,train
imxp,35.703793,-79.16767432,2014-07-15,train
indd,38.5901,-121.731,2015-05-19,train
ineg,48.344033,-87.8225,2014-08-26,test
infp,32.7729,-117.203,2013-10-10,test
inhj,42.024803,-78.964352,2014-08-27,train
inhy,35.742,-79.23512055,2016-08-10,train
iniq,36.7962,-121.782,2021-09-29,test
injl,41.37612,-75.28233,2020-08-17,train
injy,35.086,-78.72730867,2014-08-13,train
inkc,41.286751,-80.428082,2016-09-21,train
inkz,35.65487521,-79.25853382,2014-07-16,train
inla,35.74,-79.02,2020-07-15,test
inmj,40.72010333,-85.1058325,2020-07-06,test
inmm,35.8620705,-78.77428686,2014-05-19,train
inmz,39.02235564,-86.48165556,2017-08-07,train
innk,37.3079,-120.782,2021-04-13,test
innp,37.66,-120.875,2013-10-15,train
innr,35.976,-78.70916365,2013-02-27,test
inoi,38.70782502,-75.08086667,2018-08-22,train
inoj,41.424144,-73.206937,2015-08-17,train
inox,36.9767,-121.51,2019-05-29,test
inps,38.3068,-121.693,2015-03-18,train
inqd,37.4419,-121.003,2013-11-12,train
inqq,35.07,-78.88763107,2018-08-06,train
inqr,38.1602,-121.206,2016-03-07,train
inqw,35.837,-79.001,2016-06-21,train
inra,36.04,-79.08853066,2018-07-13,test
insp,35.90315846,-79.1031342,2018-10-18,test
insq,35.98,-78.80386572,2019-04-17,train
insw,36.8739,-121.745,2017-11-28,train
insz,37.6667,-120.898,2020-01-17,train
inuc,34.9454,-120.417,2015-03-16,train
inuz,37.3609,-120.549,2017-01-10,train
invu,36.7254,-121.65,2018-09-18,test
inwm,34.4384,-119.906,2017-12-12,train
inxg,38.93027,-80.491525,2017-07-26,test
inyc,35.742,-79.20380176,2015-05-20,train
inyk,35.87337512,-78.86476338,2019-12-05,train
inyq,35.72050702,-79.13662983,2019-07-16,train
inze,38.70782502,-75.08086667,2017-07-24,train
inzi,35.6430849,-79.28043303,2020-03-11,train
ioan,35.66472264,-79.24024327,2018-05-09,test
ioao,37.3294,-122.086,2019-10-28,train
ioat,35.976,-78.76061596,2016-07-12,test
ioav,37.4542,-120.608,2018-03-05,train
ioaz,36.00756,-78.97189354,2013-09-17,test
iobk,35.66743734,-79.23520102,2016-11-21,train
iobq,48.344033,-87.8225,2018-05-12,test
iodo,38.37611,-97.07583,2014-07-14,train
ioeu,35.89834468,-79.06460711,2016-07-19,test
iogc,35.0164,-120.586,2020-12-08,test
iogf,38.2996,-121.383,2014-03-18,train
iogr,44.01671,-121.7383,2017-08-02,train
ioic,35.794,-79.01813679,2016-05-09,train
iojc,37.3204,-120.983,2014-02-10,test
iojl,37.3865,-121.969,2017-07-13,train
iokg,40.32918,-75.18602,2018-08-20,train
iokk,39.150576,-96.930349,2017-06-26,train
ioku,43.6,-86.916667,2013-03-28,train
iokw,37.4419,-121.003,2016-05-10,test
ioky,35.87247448,-78.85755508,2019-06-11,train
iolb,35.70078554,-79.17326035,2013-06-27,train
iolp,37.4312,-120.995,2013-10-15,test
iolv,38.76050002,-75.20283333,2018-09-12,train
ioma,41.707665,-73.382964,2018-07-31,train
iome,35.65436,-79.0066922,2016-06-08,train
ionk,36.045,-79.09174386,2013-07-25,train
ions,35.83646,-78.9763,2015-04-22,train
iooe,33.4454,-117.644,2016-02-19,test
iooh,36.33,-79.07340389,2018-07-12,train
iooj,45.136667,-82.983333,2013-08-06,train
iopk,35.60595,-78.99128137,2016-08-10,train
iopw,37.2764,-120.954,2017-04-11,train
ioqc,37.3772,-121.058,2014-04-08,test
iork,41.946667,-83.045,2014-08-13,train
iorz,35.85921329,-78.75141917,2013-02-12,train
iost,42.105059,-78.751274,2020-09-01,train
